build_year,country,make,model,avg_amount_damage
2003,LPPT,peugeot,partner,102.75147058823529
2013,LPPT,ford,focus,507.17801047120435
2005,LPDE,scanianfz,scaniap944x2kofferlbw,0.0
2005,LPPT,fiat,grandepunto,163.19642857142858
2004,LPBE,peugeot,307sw,146.57328767123286
2006,LPDE,audi,a6avant24,1367.1133333333335
2007,LPPT,fiat,doblovc,1188.74
2005,LPHU,fiat,ducato,210027.43207373275
2007,LPPT,seat,leon,470.17015625
2016,LPFI,volvo,v90,85.145
2008,LPAE,nissan,urvan,0.0
2008,LPES,honda,accord,410.09
2005,LPPT,mazda,3,115.89142857142856
2013,LPPT,seat,alhambra,579.4048484848485
2002,LPDE,smart,smartpulse,0.0
2009,LPES,bmw,5serie,554.9368571428572
2007,LPES,renault,kangooexp60cv,1153.7849999999999
2005,LPLU,citroen,c5,419.6166666666666
2012,LPLU,audi,s5,310.91
2015,LPNL,piaggio,zip,0.0
2009,LPLU,mercedes,rclass,0.0
2004,LPBE,chrysler,voyager,0.0
2005,LPCH,ford,mondeoghia,717.9125
2003,LPPT,isuzu,npr,0.0
2004,LPCH,opel,vectracomfort,906.4
2002,LPPT,mercedes,mclass,0.0
2014,LPPT,volkswagen,crafter,632.9433333333333
2011,LPAT,volkswagen,golftrendline,499.18
2011,LPES,renault,scenic,754.928260869565
2014,LPES,infiniti,q50,368.74333333333334
2005,LPLU,ford,fiesta,0.0
2003,LPBE,mazda,6,40.59318181818182
2009,LPES,toyota,hiace,1439.3049999999998
2016,LPBE,mercedes,eclass,1.1396153846153845
2012,LPRO,bmw,x6,1307.49598
2013,LPNO,bmw,x5,14751.666666666666
2016,LPPT,renault,espace,139.75799999999998
2016,LPES,toyota,landcruiser,1304.7835294117647
2008,LPUK,ford,transitlwb85,490.10857142857145
2000,LPDE,opel,corsa13cdtienjoymitstyle,0.0
2014,LPUK,audi,a3,260.98353409090896
2005,LPGR,mercedes,classecls,0.0
2007,LPPT,peugeot,308,338.9952173913044
2008,LPGR,subaru,forester,344.35714285714283
2015,LPNO,mazda,6,10524.416666666666
2008,LPDE,ford,cmax16tdcistyle,1494.0301298701295
2008,LPIT,alfaromeo,eni159,1753.1608928571425
2008,LPUK,opel,vivarovc,385.6749350649352
2013,LPTR,skoda,rapid,312.78249999999997
2016,LPNO,mercedes,claclass,0.0
2007,LPIE,peugeot,407,366.4
2004,LPIT,jeepel,cherokee,279.86800000000005
2016,LPES,landrover,defender,0.0
2015,LPPT,peugeot,expertvc,0.0
2016,LPGR,audi,a4,287.5
2009,LPCH,volvo,xc60moment4x4,2326.475714285714
2017,LPPT,alfaromeo,stelvio,0.0
2015,LPMX,hyundai,ix35,0.0
2009,LPPT,toyota,corolla,121.60999999999999
2013,LPES,peugeot,boxer,3044.52625
2008,LPPL,volvo,s60,842.0335483870969
2008,LPDE,bmw,120dcabrioaut,2125.42
2013,LPMX,toyota,camry,0.0
2000,LPBE,mercedes,sprinter414d,0.0
2005,LPDK,ford,focuscmax,6598.679999999999
2006,LPDK,peugeot,307iisw,0.0
2016,LPDE,mercedes,vito,678.8655555555556
2010,LPNO,peugeot,5008,9339.56
2007,LPHU,renault,master,62422.2
2016,LPNO,ford,smax,41.2
2014,LPDK,bmw,3serie,4639.681030927835
2005,LPDK,opel,zafiradti,783.8375
2012,LPES,volkswagen,transporter,1704.285
2008,LPPT,citroen,c2,374.29699999999997
2012,LPBE,bmw,x6,847.7166666666667
2007,LPPT,kia,sportage,0.0
2018,LPFI,skoda,octavia,100.0
2008,LPDE,mazda,6sportkombi2exclusive,0.0
2014,LPCZ,toyota,auris,0.0
2012,LPGR,citroen,c4,659.2222222222222
2017,LPFI,opel,insignia,330.02
2013,LPFI,citroen,c4grandpicasso,373.355
2009,LPPT,hyundai,i10,0.0
2004,LPIT,renaultel,traficcomt27,531.028
2010,LPDE,volkswagen,transporter,2876.2803208556156
2011,LPES,audi,s4,0.0
2009,LPNO,mercedes,1324llast,0.0
2009,LPPT,volkswagen,pologpvan9n,165.96200000000002
2015,LPCH,audi,q3,698.508
2013,LPUK,skoda,superb,279.97594594594597
2010,LPPT,audi,a7,418.78999999999996
2006,LPDE,audi,a418tquattr,1500.0
2000,LPPT,audi,a5,193.955
2011,LPSE,volkswagen,touaregv6tdibluemotiontechnology2012,0.0
2002,LPNO,mercedes,sprintervc,0.0
2010,LPCH,opel,insignia,3464.752333333333
2013,LPLU,bentley,continentalgt,0.0
2005,LPCH,volvo,v50summum,641.925
2017,LPNO,lexus,rx,4687.0
2014,LPPL,fiat,grandepunto,1037.152857142857
2009,LPNO,audi,a3,5288.35
2007,LPDE,volkswagen,golf14tsigtsport,0.0
2003,LPIT,mazdael,6wagon,651.44
2006,LPCH,volkswagen,passathigh4x4,1195.2325
2010,LPCH,bmw,x5,0.0
2000,LPDE,mercedes,vaneocdi17family,0.0
2000,LPDE,audi,a627tdiquatbusiness,270.695
2017,LPLU,bmw,2serie,0.0
2015,LPRO,dacia,logan,935.7665164179103
2014,LPDE,ford,mondeo,1751.7363437500012
2011,LPUK,citroen,ds33dr11,224.72727272727272
2008,LPFR,renault,meganeiii5p,754.8188912579958
2006,LPFR,ford,cmax18tdci,415.7400733496331
2008,LPFR,ford,cmaxghia,684.3060357142857
2009,LPDE,mercedes,bclass,1606.3349999999996
2010,LPFR,opel,zafira,783.5328947368424
2009,LPUK,lexus,rx450h5dr10,0.0
2013,LPUK,porsche,cayenne13,137.0
2011,LPDE,fiat,doblovc,1917.7707142857143
2005,LPFR,renault,cliovipack,440.8495238095237
2009,LPUK,mercedes,vitovc,166.86294117647057
2005,LPFR,peugeot,307ii5pexecu,377.55508196721314
2015,LPUK,mitsubishi,shogun,82.752
2011,LPUK,audi,a6est11,430.0450000000001
2012,LPUK,bmw,x1,318.5016071428571
2006,LPFR,peugeot,307iihdi110,297.17937500000005
2006,LPDK,peugeot,307espii,7918.615
2014,LPDE,hyundai,i30,624.0025
2004,LPFR,citroen,c55pexclusi,0.0
2006,LPFR,citroen,jumperii33mh,1232.705
2006,LPIT,nissanel,micrasr,311.13
2009,LPBE,renault,kangooexpress,867.6666666666666
2003,LPIT,mercedesel,a160,0.0
2008,LPUK,renault,traficvan075,0.0
2009,LPUK,audi,q75dr10,0.0
2010,LPUK,volkswagen,touran5dr10,300.4352
2008,LPGR,ford,fiesta,484.1578947368421
2006,LPUK,toyota,avensis5dr07,0.0
2015,LPFR,bmw,2serie,938.7792207792207
2016,LPBE,seat,alhambra,0.0
2018,LPBE,mercedes,aclass,138.19
2009,LPFR,alfaromeo,159,926.69125
2012,LPSE,audi,q3,4554.571428571428
2011,LPSE,skoda,superb,3178.7619047619046
2010,LPUK,mercedes,b1805dr10,86.44444444444444
1996,LPDK,mercedes,212dkassevogn,4000.0
2017,LPDK,volkswagen,touran,1733.3333333333333
2008,LPBE,renault,trafic29l1h1,1335.9633333333334
2004,LPFR,peugeot,206ii1616v,134.36166666666668
2007,LPIT,audiel,sback20tdiat,1805.15
2010,LPSE,volvo,s60d5205awdmomentum2011,10139.0
2016,LPHU,skoda,superb,60737.3
2007,LPPT,mercedes,ml280,784.85
2006,LPUK,volkswagen,tsptrt26s07,104.065
2012,LPBE,renault,clio,721.1965384615382
2010,LPUK,bmw,330dcpe105,275.23400000000004
2002,LPIT,fiatel,palioweekend,1302.095
2007,LPIT,volkswagenel,transport25td,0.0
2011,LPFR,jeep,wrangler5p,0.0
2005,LPCZ,bmw,5serie,0.0
2017,LPLU,skoda,superb,37.66571428571429
2007,LPFR,fiat,pandaiidynami,338.86199999999997
2005,LPFR,citroen,c8leader,250.13600000000002
2013,LPDK,peugeot,308,5523.278571428572
2010,LPUK,bmw,330dest10,261.41875
2008,LPFR,citroen,jumper,1413.6738461538457
2012,LPFR,bmw,118d3portes,1690.04
2014,LPLU,renault,kangoo,1194.6262499999998
2008,LPDE,renault,megane15dciauthentique,2969.3216666666667
2012,LPSE,audi,q730tdiquattrotiptronic2012,9152.0
2006,LPIT,fiatel,punto5p,678.43
2014,LPUK,mercedes,gla220d5dr14,85.0
2011,LPUK,toyota,yaris,283.64133333333336
2011,LPSE,skoda,superb16tdi105hkgreenlineelegance2,0.0
2009,LPBE,lexus,is,678.6866666666666
2013,LPHU,bmw,4essorozatco,0.0
2007,LPGR,volkswagen,golftsi,463.0
2013,LPBE,skoda,roomster,83.425
2009,LPFR,citroen,c43ppambian,0.0
2012,LPUK,volvo,c303dr12,176.84307692307692
2008,LPHU,citroen,c5,263839.212
2003,LPCZ,toyota,corolla,0.0
2009,LPSE,volkswagen,passat20tdidpfsportlinevariant2010,9159.9
2011,LPSE,volkswagen,crafter3525tdi163hkmwb2011,0.0
2010,LPNO,ford,transitvc,54828.0
2006,LPFR,renault,clio5pprivil,671.7115151515153
2014,LPFR,bmw,m3,0.0
2008,LPUK,bmw,x55drnew08,0.0
2005,LPFR,jaguar,stype30v6,0.0
2008,LPFR,bmw,330xdacoupe,256.6033333333333
2005,LPCH,volvo,s40kinetic,4146.6
2007,LPFR,opel,antara,212.358
2001,LPFR,iveco,3510vs10,0.0
2005,LPUK,audi,a35dr06,0.0
2008,LPUK,audi,q75dr09,771.9933333333333
2009,LPFR,peugeot,boxerpltcfrt,0.0
2012,LPHU,volkswagen,touran,71159.18571428572
2012,LPSE,citroen,c5hdi160autbusinesstourer2011,4324.0
2007,LPIT,citroenel,c1,908.9
2013,LPSE,audi,a730tdi204hkquattrostronic201,0.0
2005,LPIT,renaultel,masterminibus,863.7433333333332
2013,LPLU,ford,transitvc,687.185
2015,LPUK,infiniti,q50,37.5
2010,LPSE,subaru,legacy20dieselsedanbusiness2011,0.0
2010,LPIT,toyota,avensis,997.1722222222221
2015,LPFR,bmw,420icoupe,0.0
2012,LPSE,ford,mondeo20tdci163business5dkombi201,4855.0625
2005,LPDE,renault,clio1216vauthentique,3944.13
2009,LPSE,bmw,series5520dtouring2009,15151.555555555555
2011,LPSE,ford,mondeo20tdci140businessmps5dkombi,4655.428571428572
2007,LPDK,volkswagen,sharan,5070.11
2012,LPSE,audi,a4allroadquat20tdi143hkquattro2012,0.0
2007,LPIT,opelel,agila,1120.3600000000001
2007,LPFR,alfaromeo,breraskyview,532.3199999999999
2007,LPFR,peugeot,3075pexepack,1151.28
2008,LPIT,nissanel,nissqashqai2,1364.2266666666667
2006,LPDE,opel,meriva1616vedition,1249.72
2008,LPSE,renault,megane1616ve85komfortkampanj2007,5620.0
2010,LPSE,ford,mondeo20tdci140businessmps5d2011,9406.5
2011,LPSE,renault,grandscenic15dci110fapdynamiqueedc2010,32794.0
2006,LPFR,mercedes,cclassc220,496.17
2006,LPIT,renaultel,scenicii,1952.8833333333332
2014,LPBE,renault,grandkangoo,559.56
2008,LPFR,fiat,scudocombi1t,1967.05
2009,LPFR,audi,a5sline20,716.75
2009,LPDE,mercedes,a160cdidpf,995.14
2005,LPPL,skoda,superb,3353.818333333333
2005,LPAT,mercedes,cls320cdi,1953.0
2008,LPFR,mercedes,b180,757.77
2012,LPAT,bmw,320daede,659.5833333333334
2009,LPNL,jaguar,xtype,758.0600000000001
2004,LPNL,fiat,ulysse,1015.4133333333334
2008,LPLU,toyota,prius,301.27
2007,LPAT,suzuki,grandvitara19,763.27
2001,LPNL,daf,falf45,84.59222222222223
2009,LPAT,renault,espacesported,1058.6833333333332
2008,LPNL,skoda,roomster,1331.27
2008,LPAT,volkswagen,kastenlr25,3359.3866666666668
2007,LPNL,daihatsu,materia,1296.315
2003,LPIE,mercedes,sprintervc,1680.3400000000001
2004,LPNL,opel,frontera,594.93
2009,LPAT,fiat,bravo1616vm,1044.72
2012,LPAT,bmw,7serie,2043.08
2006,LPAT,volkswagen,dokakastenlr,3128.76
2005,LPES,peugeot,307breakxrcplu,363.94
2012,LPAT,volkswagen,passatccsky,392.46
2006,LPIE,nissan,350z,581.11
2005,LPES,alfaromeo,159,190.0
2012,LPAT,peugeot,bippervc,1848.61
2008,LPIE,seat,ibiza,1151.0
2010,LPLU,opel,antara,0.0
2010,LPHU,toyota,auris,60831.916666666664
2014,LPPL,volvo,v70,2325.565
2011,LPBE,chrysler,grandvoyager,386.46
2013,LPPT,fiat,strada,1773.4450000000002
2016,LPGR,subaru,levorg,38.0
2006,LPPL,alfaromeo,159,2454.31
2017,LPPL,audi,a4,510.24799999999993
2015,LPAE,volvo,v70,275.6666666666667
2014,LPAE,mitsubishi,lancerex,240.0
2010,LPAE,audi,s5coupe,613.0
2006,LPCH,mercedes,e280elegance,771.55
2014,LPIT,mercedes,sclass,709.8
2015,LPAE,nissan,murano,0.0
2015,LPBE,lancia,voyager,957.64
2005,LPDE,ford,mondeo20turntitanium,1702.48
2007,LPGR,lexus,rx400h,848.8571428571429
2009,LPCH,volvo,v50momentum,1293.8999999999999
2015,LPUK,audi,hat3drcprd15,194.14363636363635
2009,LPGR,volkswagen,passatcc,320.0
2014,LPIT,renault,master,3001.15
2011,LPSK,citroen,ccrosser,279.51
2013,LPSK,volkswagen,sharan,203.63
2006,LPPL,subaru,outback,2470.63
2006,LPFR,volkswagen,golfplustrend,253.05666666666664
2015,LPBE,bmw,i3,232.1
2012,LPDE,bmw,335iautsportline,1487.49
2008,LPGR,fiat,doblo,1231.6666666666667
2007,LPDE,opel,astra17cdtinavi,2414.456666666667
2010,LPCH,audi,rs6,3722.52
2013,LPSE,volkswagen,golftsi140dsgbmtgt3d2014,0.0
2009,LPCH,bmw,m3,0.01
2006,LPSK,subaru,outback,23.33
2008,LPCH,mercedes,c350avantgarde,1165.325
2013,LPSE,volkswagen,tourantsi150ecofueldsgmasters2013,0.0
2013,LPES,subaru,forester,1139.22
2008,LPPL,renault,master,2108.43
2015,LPSE,kia,sportage,0.0
2006,LPBE,honda,accord,872.39
2007,LPCH,volkswagen,golfsportline,2907.075
2007,LPCH,kia,sorentostyle,2002.85
2005,LPSE,toyota,hiace24tdvandiesel2004,5381.0
2000,LPDE,mercedes,c220cdidpfavantgarde,50.0
2015,LPGR,ford,tourneoconnect,0.0
2006,LPDE,renault,megane19dciexception,4002.84
2004,LPCH,opel,corsalifr,598.25
2008,LPPT,volkswagen,touareg,587.08
2012,LPPT,honda,insight,327.34
2009,LPFR,toyota,auris90d4d,1026.16
2012,LPBE,mitsubishi,lancer,1725.24
2007,LPFR,alfaromeo,1475pselecti,884.4620000000001
2013,LPBE,mercedes,viano,456.29499999999996
2015,LPFR,audi,tt,1099.7258333333334
2005,LPFR,lancia,phedra20jtd,794.9766666666668
2003,LPFR,ford,galaxyiighia,967.7033333333334
2015,LPFR,fiat,freemont,671.375
2008,LPSE,volvo,s6024d163classickinetic2008,8202.0
2009,LPDE,renault,espace20dcidynamique,1129.2766666666666
2018,LPUK,volvo,s90,0.0
2007,LPFR,renault,traficiifgcf,1783.0
2012,LPFR,ford,kugatita2wd,659.17
2015,LPUK,subaru,forester,1059.27
2009,LPSE,volkswagen,sharanturboadvantage2009,2670.6666666666665
2005,LPFR,renault,clio1416v,82.0
2006,LPFR,subaru,outbackiiibva,452.84
2006,LPFR,bmw,x1,1086.53
2012,LPDE,nissan,murano,2610.08
2011,LPCZ,suzuki,kizashi,17874.58
2008,LPUK,citroen,c45dr05,736.53
2007,LPFR,peugeot,1007sportypack,30.0
2007,LPUK,bmw,320d4dr08,801.92
2006,LPFR,saab,95estvector,184.0
2012,LPDE,mitsubishi,outlander,613.25
2015,LPSE,ford,smax,4659.0
2007,LPSE,audi,a628fsi2007,28458.0
2009,LPUK,volkswagen,jetta4dr095,156.36
2009,LPUK,citroen,c43dr085,0.0
2014,LPUK,skoda,roomsterest15,180.0
2007,LPFR,lexus,is220dpexecut,620.455
2010,LPUK,toyota,iq23dr0975,53.71
2011,LPFR,audi,q77plambiente,1011.04
2012,LPUK,renault,laguna5dr115,484.02
2007,LPSE,volvo,v5020145kinetic2007,4052.0
2008,LPFR,mercedes,mclassml320,711.96
2009,LPFR,volvo,c30d5,262.62
2007,LPSE,ford,transit300m22110mwbhighroof2006,9843.0
2010,LPFR,skoda,superbcbiprah,1071.17
2001,LPCZ,koda,fabiacombi,0.0
2011,LPSK,nissan,pathfinder,373.3988888888889
2008,LPFR,mercedes,eclass,600.2761538461539
2009,LPFR,mercedes,sprintervc,1468.8069230769229
2002,LPAT,bmw,x530da,0.0
2002,LPES,volkswagen,passattrendlin,512.616
2004,LPFR,mercedes,vitoii109cdi,615.6396153846155
2003,LPES,peugeot,partnerfurgon,601.8718987341774
2004,LPFR,mercedes,eiv320cdi,125.505
2003,LPNL,still,heftruck,41.13636363636363
2002,LPES,audi,a6avantquatt,283.18545454545455
2011,LPNL,alfaromeo,mito,1131.2342857142858
2008,LPNL,toyota,aygo,721.8795348837212
2001,LPPT,renault,masterl2h2,0.0
2002,LPPT,skoda,superb,0.0
2005,LPNL,hiab,roll,0.0
2001,LPES,renault,gespaceexpres,599.2266666666667
2000,LPAT,renault,scenicrx4,0.0
2000,LPAT,opel,vectraelegance,0.0
2002,LPES,nissan,cabstare,378.83793103448284
2000,LPPT,renault,grandscenic,947.22
2001,LPNL,scania,r124,0.0
2005,LPNL,pacton,oplegger,0.0
2005,LPES,chrysler,grandvoyager,355.67600000000004
2000,LPNL,ravo,veegmachine,0.0
2008,LPNL,opel,vivarovc,2196.6681632653062
2001,LPAT,volkswagen,pritschelrud,0.0
2004,LPES,seat,toledostella,359.65254807692304
2007,LPAT,volkswagen,passatvar20,832.5754330708661
2006,LPAT,volkswagen,touran19tdi,440.3010526315789
2002,LPNL,suzuki,grandvitara,2696.766666666667
2006,LPFI,volkswagen,golf,8.075974025974025
1999,LPNL,citroen,saxo,0.0
2003,LPNL,peugeot,307break,363.32681818181806
2008,LPNL,fiat,bravo,838.7296153846154
2008,LPNL,toyota,hiace,1422.49
2004,LPES,nissan,cabstar,0.0
2005,LPNL,suzuki,grandvitara,174.19400000000002
2002,LPNL,mercedes,cclass,35.333333333333336
2000,LPNL,nissan,pickup,876.4639999999999
2010,LPPT,volkswagen,passatcc,380.51777777777784
2012,LPIE,mercedes,eclass,355.4271875
2012,LPNL,kia,venga,1227.0700000000002
1998,LPFI,toyota,corolla99,0.0
2005,LPAT,renault,grespacepriv,0.0
2005,LPAT,peugeot,407swclassic,0.0
2014,LPIN,toyota,tkmfortuner,0.0
2014,LPIN,tata,tatasafari,0.0
2002,LPES,volkswagen,bora,27.06
2012,LPES,ford,focuscmax,741.3933125000003
2014,LPIN,audi,audia6,0.0
2014,LPIN,honda,hondamobiliodsl,0.0
2008,LPFI,opel,vectra,64.934
2007,LPNL,daf,55,0.0
2003,LPES,mercedes,a160,0.0
2006,LPFI,chrysler,grandvoyager,0.0
2016,LPIE,renault,kangoo,0.0
2007,LPFI,opel,corsa,0.0
1997,LPNL,peugeot,experttepee,0.0
2000,LPDE,eschlepper,stillr0606,0.0
2010,LPAT,volvo,xc6020t,994.73
2010,LPES,dacia,logan,1030.0590909090909
2010,LPFI,subaru,outback,106.74249999999999
2008,LPBR,mitsubishi,airtrek23,0.0
2005,LPES,citroen,c3pluriel,0.0
2005,LPES,toyota,rav4sol,0.0
2007,LPFI,renault,grandespace,0.0
2017,LPBR,hyundai,hb20hatch,0.0
2016,LPIE,mitsubishi,pajero,0.0
2004,LPPT,peugeot,307breakdiese,0.0
2004,LPLU,renault,kangoo,338.7633333333333
1999,LPES,volvo,s80optima,991.04
2007,LPAT,jeep,commander30,0.0
2012,LPIN,bmw,bmw5series,0.0
2014,LPIN,mercedes,mercedesbenzcclass,0.0
1999,LPNL,mitsubishi,spacewagon,0.0
2003,LPIT,fiatel,stilosw,575.3369230769231
2007,LPLU,renault,megane,116.80250000000001
2008,LPDE,audi,a4avant19td,1557.2925925925924
2005,LPCH,renault,espaceexpress,192.09444444444443
2016,LPNO,tesla,models,1454.875
2003,LPBE,mazda,mpv,0.0
2013,LPTR,volkswagen,beetle,227.51176470588234
2013,LPAE,toyota,fortuner,331.8265306122449
2014,LPMX,nissan,sentra,0.0
2008,LPPT,renault,laguna,381.21824324324325
2007,LPPT,iveco,dailycseries,390.2690476190476
2012,LPLU,renault,traficvc,761.0878571428572
2008,LPPT,volkswagen,golf,374.16896284829716
2017,LPNL,renault,clio,109.73481927710846
2013,LPPL,renault,megane,993.8983606557376
2005,LPCH,renault,lagunaexpress,0.0
2004,LPBE,opel,frontera,103.56333333333333
2018,LPNL,hyundai,i10,109.83333333333333
2013,LPES,audi,q5,1254.9184848484847
2006,LPBE,daihatsu,sirion,0.0
2013,LPHU,ford,mondeo,64795.56907894737
2015,LPNL,piaggio,newfly,0.0
2005,LPCH,volvo,s60moment,0.0
2016,LPFI,bmw,5serie,350.80384615384617
2013,LPPT,toyota,hilux,752.0307407407407
2011,LPES,seat,exeo,831.7278735632184
2001,LPBE,volkswagen,lt4628tdi,0.0
2012,LPFI,nissan,juke,255.575
2004,LPBE,mercedes,viano,785.5222222222222
2015,LPPL,ford,fiesta,409.0
2004,LPLU,suzuki,grandvitara,0.0
2011,LPNL,man,tgl,0.0
2004,LPFR,courage,c65,0.0
2010,LPTR,bmw,x5,100.875
2011,LPAT,toyota,avensis,11.325
2017,LPTR,subaru,forester,0.0
2010,LPES,renault,scenic,699.4651851851852
2013,LPLU,renault,grandscenic,129.44809523809522
2005,LPES,peugeot,expertfur220c,1375.935
2009,LPIT,fiat,doblo,1618.179284294235
2006,LPIT,nissanel,note,141.65863247863246
2016,LPMX,chevrolet,cruze,0.0
1996,LPDK,man,81534x2fast,0.0
2006,LPIE,fiat,doblo,346.26478260869567
2010,LPNO,audi,allroadquattro,3876.6666666666665
2012,LPMX,nissan,sentra,0.0
2010,LPUK,ford,ranger09,466.0696428571428
2015,LPPL,dacia,sandero,621.3333333333334
2014,LPMX,toyota,hilux,0.0
2015,LPES,citroen,jumpy,2051.954693877551
2010,LPUK,fiat,ducatovc,0.0
2011,LPNO,peugeot,508,9754.666666666666
2010,LPUK,citroen,berlingo,198.83991150442472
2005,LPFR,renault,dalarav8,0.0
2005,LPDK,skoda,octavia,3829.0673333333325
2010,LPPT,hyundai,starex,0.0
2012,LPTR,toyota,auris,400.09750000000014
2008,LPBE,bmw,3touringfl,690.3285185185185
2013,LPMX,ford,fiesta,0.0
2005,LPNO,renault,kangoogrc4wd,24203.823333333334
2019,LPIE,volkswagen,passat,0.0
2011,LPSE,audi,a620tdi177hkmultitronic2012,3424.0
2000,LPDE,mercedes,e280cdielegancedpf,0.0
2000,LPDE,ford,mondeo,771.4184210526315
2011,LPIT,fiat,500,1374.4433333333334
2017,LPDE,audi,q7,0.0
2007,LPUK,nissan,pickup2dr04,0.0
2011,LPTR,seat,leon,324.45
2000,LPDE,ford,galaxytditrend,626.9947826086957
2010,LPNO,fiat,doblo,0.0
2007,LPDK,volvolastbil,fh400,0.0
2012,LPFR,mercedes,ml3504matic,0.0
2011,LPIT,opel,meriva,1540.8773529411767
2014,LPPT,volkswagen,golfviivan5,0.0
2009,LPBE,mercedes,viano,524.966
2012,LPBE,mercedes,bclass,539.1403765690377
2013,LPBE,bmw,1serie,655.0979300291542
2010,LPCH,mercedes,cclass,1927.9430769230771
2004,LPDK,bmw,320i,0.0
2007,LPIT,toyota,prius,2001.7972727272727
2006,LPDK,renault,traffict29kas,2349.3125
2015,LPSE,audi,a4allroad,4194.652173913043
2019,LPIE,bmw,5serie,0.0
2000,LPDE,opel,zafira20dtielegance,0.0
2004,LPDE,volkswagen,passatvariantfamily,0.0
2015,LPDE,peugeot,508,1046.29
2016,LPDK,lejebil,lejebil,0.0
2016,LPDE,mercedes,eclass,700.1990322580644
2014,LPTR,hyundai,elantra,1258.115
2007,LPHU,nissan,qashqai,109831.16500000001
2009,LPSK,bmw,3serie,103.31
2006,LPPT,isuzu,nkr,0.0
2012,LPNO,ford,kuga,3997.125
2017,LPDE,audi,a5,63.193333333333335
2015,LPUK,fiat,500x,171.94357142857143
2005,LPNO,iveco,75e17last,0.0
2015,LPUK,citroen,c4,202.62043478260867
2013,LPBE,renault,megane,853.7836444444446
2011,LPMX,chevrolet,malibu,0.0
2015,LPTR,subaru,outback,2234.83
2008,LPDE,opel,astra19cdtinavi,1697.9521739130435
2006,LPDE,mercedes,e2807gtronicelegance,6850.0
2012,LPMX,acura,mdx,0.0
2016,LPGR,ford,mondeo,188.5
2008,LPBE,volvo,c30,391.05250000000007
2010,LPUK,toyota,iq23dr09,80.41
2017,LPPL,fiat,tipo,0.0
2002,LPHU,opel,corsacombo,25883.0
2005,LPIT,fordel,fiesta,885.1110000000001
2010,LPCH,volvo,s60d3momentum,4027.855
2017,LPMX,chevrolet,s10,0.0
2003,LPDK,nissan,almera5dr,0.0
2015,LPFI,peugeot,5008,366.46
2003,LPNL,renault,traficgb,0.0
2008,LPDK,iveco,daily65c18,3500.0
2006,LPDK,nissan,primastart29,0.0
2010,LPNO,hyundai,ix35,2043.6666666666667
2015,LPDE,ford,galaxy,879.8254545454546
2013,LPFR,renault,kangoo,1356.940680412372
2012,LPDE,ford,kuga,969.0844615384616
2013,LPDK,suzuki,splash,7287.068461538461
2007,LPFR,peugeot,407swexecutiv,678.5902777777777
2012,LPDK,audi,a3,4130.751724137931
2009,LPSE,nissan,navara25dci4wdxe2008,5925.25
2011,LPUK,landrover,evoque,275.5410869565217
2016,LPBE,ford,smax,276.49285714285713
2011,LPSE,ford,focus,4202.95
2012,LPUK,audi,a1,247.35604316546755
2010,LPIT,audi,tela6,998.9645
2010,LPUK,toyota,auris,278.55384615384617
2009,LPFR,citroen,c3picasso,940.3491111111111
2006,LPFR,peugeot,4074pexepack,589.0351612903227
2006,LPCZ,hyundai,matrix,0.0
2005,LPNO,toyota,previa,14640.005
2012,LPFR,renault,mastervc,2037.6628472222203
2012,LPSE,subaru,outback25icnglineartronicbusiness201,5147.75
2011,LPUK,volkswagen,cvelleswb11,234.404
2007,LPDK,chevrolet,epica,0.0
2012,LPDE,skoda,roomster12tdstyleplusedit,0.0
2004,LPIT,volkswagenel,multivan,809.71
2015,LPFR,renault,scenic,891.1227999999999
2014,LPDE,ford,grandfocuscmax,1031.1286363636364
2005,LPFR,citroen,c55pexclusi,173.75
2007,LPFR,citroen,c2exclusive,234.4457142857143
2001,LPFR,peugeot,206,0.0
2006,LPFR,toyota,landcruiserii,463.2364285714286
2011,LPBE,lancia,delta,894.0637500000001
2007,LPIT,renaultel,mega0719dci,2475.1863636363632
2015,LPNO,skoda,superb,4734.75
2013,LPNO,nissan,navara,601.0
2008,LPCZ,volvo,xc70,2412.625
2009,LPFR,nissan,qashqai,649.2519230769232
2003,LPFR,peugeot,partnerii190c,809.7960714285715
2014,LPBE,citroen,jumpy,542.39
2010,LPDE,ford,rangerxltdoppelkpritsch,0.0
2010,LPFR,bmw,730da4pluxe,0.0
2006,LPUK,iveco,daily40c14v05,1838.8842857142856
2004,LPIT,fiatel,scudocombin1,1299.6566666666668
2007,LPDE,mercedes,c200tcdidpfclassic,1002.442
2004,LPFR,saab,93iiiarc,406.175
2014,LPRO,opel,corsa,997.7324142857143
2016,LPIT,citroen,c3,5382.02
2007,LPFR,volvo,s80executive,376.46
2016,LPFR,mercedes,bclass,973.0449999999998
2007,LPDE,opel,corsa1012vedition,1550.95
2011,LPFR,nissan,juke,591.9704
2007,LPCZ,ford,transitconnect,7774.9325
2010,LPSE,volvo,v50d2115rdesign2011,8753.0
2014,LPUK,volkswagen,up,119.56785714285715
2010,LPCZ,mercedes,2528l6x2,0.0
2005,LPCZ,volvo,xc70,0.0
2014,LPIT,nissan,xtrail,3401.9075
2013,LPLU,bmw,m3,0.0
2007,LPSE,ford,transit300m22110mwbmediumroof2006,8481.0
2004,LPFR,peugeot,407swsptpack,422.96
2017,LPFR,audi,q5,402.8
2002,LPFR,citroen,jumperii33mh,328.0
